Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
EU-20250714-0289,14/07/2025,17/07/2025,Same Day,CZ-5713,Katerina Malá,Corporate,Czechia,České Budějovice,South Bohemian,37001,West,P-19557,Technology,Copiers,All-in-One Printer,2908.71,9,0.3,-383.59
EU-20230927-0290,27/09/2023,28/09/2023,Second Class,CZ-8896,Tomas Horák,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,East,P-42972,Technology,Accessories,Mechanical Keyboard,403.62,3,0,43.15
EU-20241126-0291,26/11/2024,28/11/2024,Same Day,CZ-3643,Jakub Veselý,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,South,P-50785,Furniture,Bookcases,OfficePro Bookcase,1239.57,9,0,302.77
EU-20241120-0292,20/11/2024,20/11/2024,Second Class,CZ-1671,Katerina Malá,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,Central,P-17927,Technology,Copiers,Office Copier 3000,4083.21,9,0,790.12
EU-20230718-0293,18/07/2023,22/07/2023,Second Class,CZ-2449,Jan Novak,Home Office,Czechia,Olomouc,Olomouc Region,77900,West,P-87465,Technology,Phones,Business Phone Pro,1990.22,8,0.1,157.28
EU-20230121-0294,21/01/2023,22/01/2023,Second Class,CZ-9100,Tomas Horák,Home Office,Czechia,Brno,South Moravian,60200,Central,P-36928,Office Supplies,Art,Marker Set 24,1910.7,9,0,275.75
EU-20250626-0295,26/06/2025,26/06/2025,Standard Class,CZ-7588,Tomas Horák,Consumer,Czechia,Prague,Prague Region,11000,Central,P-16304,Furniture,Chairs,Executive Leather Chair,1478.29,9,0.3,-134.61
EU-20231123-0296,23/11/2023,28/11/2023,First Class,CZ-1572,Lukáš Černý,Consumer,Czechia,Plzeň,Plzeň Region,30100,South,P-17521,Furniture,Tables,Coffee Table Modern,319.48,4,0,31.5
EU-20230626-0297,26/06/2023,26/06/2023,Same Day,CZ-2633,Tomas Horák,Corporate,Czechia,Liberec,Liberec Region,46000,East,P-60669,Office Supplies,Art,Highlighters Neon 6,1475.78,9,0.2,-429.92
EU-20240531-0298,31/05/2024,01/06/2024,First Class,CZ-7985,Jakub Veselý,Corporate,Czechia,Olomouc,Olomouc Region,77900,Central,P-75633,Furniture,Tables,Conference Table 2m,231.86,1,0,62.59
EU-20230327-0299,27/03/2023,30/03/2023,Same Day,CZ-9535,Lukáš Černý,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,West,P-67326,Furniture,Tables,Standing Desk 120cm,1165.54,3,0.1,36.24
EU-20250410-0300,10/04/2025,10/04/2025,Second Class,CZ-6774,Tomas Horák,Home Office,Czechia,Plzeň,Plzeň Region,30100,South,P-82055,Furniture,Bookcases,OfficePro Bookcase,776.07,3,0,179.8
EU-20250220-0301,20/02/2025,22/02/2025,Same Day,CZ-8548,Tomas Horák,Home Office,Czechia,Liberec,Liberec Region,46000,South,P-37624,Technology,Copiers,All-in-One Printer,405,6,0,98.79
EU-20250709-0302,09/07/2025,14/07/2025,Same Day,CZ-2577,Eva Dvořáková,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-51971,Furniture,Tables,Conference Table 2m,282.29,1,0,79.79
EU-20240823-0303,23/08/2024,25/08/2024,Standard Class,CZ-6546,Jan Novak,Home Office,Czechia,Prague,Prague Region,11000,West,P-42658,Technology,Copiers,Office Copier 3000,2521.13,7,0.1,430.69
EU-20230108-0304,08/01/2023,11/01/2023,Second Class,CZ-8239,Tomas Horák,Consumer,Czechia,Brno,South Moravian,60200,Central,P-16710,Office Supplies,Paper,A4 Copy Paper 500,1786.64,8,0,269.77
EU-20250407-0305,07/04/2025,10/04/2025,Same Day,CZ-4525,Jan Novak,Consumer,Czechia,České Budějovice,South Bohemian,37001,West,P-87067,Office Supplies,Binders,Heavy-Duty Binder,2326.46,8,0.1,-76.19
EU-20231010-0306,10/10/2023,11/10/2023,Same Day,CZ-4200,Eva Dvořáková,Consumer,Czechia,Liberec,Liberec Region,46000,East,P-99087,Furniture,Tables,Coffee Table Modern,261.57,3,0,46.51
EU-20250823-0307,23/08/2025,28/08/2025,First Class,CZ-6906,Katerina Malá,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-12591,Furniture,Bookcases,Classic Oak Bookcase,925.15,5,0,261.5
EU-20240728-0308,28/07/2024,01/08/2024,Second Class,CZ-2125,Anna Procházková,Corporate,Czechia,Olomouc,Olomouc Region,77900,South,P-77065,Office Supplies,Art,Marker Set 24,265.57,7,0.4,-59.76
EU-20250416-0309,16/04/2025,16/04/2025,Same Day,CZ-7274,Tomas Horák,Corporate,Czechia,Brno,South Moravian,60200,South,P-36819,Office Supplies,Binders,Staples Binders Pack,1516.27,7,0,220.97
EU-20241006-0310,06/10/2024,08/10/2024,Same Day,CZ-1645,Katerina Malá,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,West,P-40930,Furniture,Tables,Standing Desk 120cm,722.16,2,0,110.43
EU-20250731-0311,31/07/2025,03/08/2025,Same Day,CZ-3504,Lukáš Černý,Home Office,Czechia,Plzeň,Plzeň Region,30100,Central,P-53732,Technology,Phones,Smartphone X Lite,3428.91,9,0,698.24
EU-20240420-0312,20/04/2024,25/04/2024,First Class,CZ-4831,Jan Novak,Consumer,Czechia,Liberec,Liberec Region,46000,West,P-35556,Furniture,Bookcases,Classic Oak Bookcase,628.27,6,0.2,-50
EU-20250731-0313,31/07/2025,01/08/2025,Second Class,CZ-6433,Anna Procházková,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,West,P-43866,Furniture,Tables,Standing Desk 120cm,425.92,2,0,105.28
EU-20240911-0314,11/09/2024,13/09/2024,Second Class,CZ-9915,Petr Svoboda,Home Office,Czechia,Olomouc,Olomouc Region,77900,South,P-37516,Technology,Accessories,USB-C Hub 7-in-1,1571.14,6,0.2,35.67
EU-20230905-0315,05/09/2023,08/09/2023,Second Class,CZ-2958,Petr Svoboda,Corporate,Czechia,Prague,Prague Region,11000,West,P-86229,Technology,Copiers,All-in-One Printer,679.42,2,0,86.07
EU-20250504-0316,04/05/2025,10/05/2025,Same Day,CZ-6925,Anna Procházková,Corporate,Czechia,Prague,Prague Region,11000,East,P-81906,Office Supplies,Art,Highlighters Neon 6,342.87,1,0.2,-38.33
EU-20241015-0317,15/10/2024,18/10/2024,First Class,CZ-1459,Anna Procházková,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,South,P-33952,Office Supplies,Art,Highlighters Neon 6,1722.42,5,0.1,210.99
EU-20230726-0318,26/07/2023,27/07/2023,Second Class,CZ-7362,Jakub Veselý,Corporate,Czechia,Liberec,Liberec Region,46000,Central,P-77990,Technology,Phones,Smartphone X Lite,1152.6,3,0,128.24
EU-20240703-0319,03/07/2024,08/07/2024,Same Day,CZ-3659,Katerina Malá,Corporate,Czechia,Brno,South Moravian,60200,West,P-96516,Office Supplies,Storage,Plastic Storage Box,177.4,2,0,27.02
EU-20250425-0320,25/04/2025,27/04/2025,Same Day,CZ-7999,Jakub Veselý,Corporate,Czechia,Brno,South Moravian,60200,Central,P-71709,Office Supplies,Binders,Staples Binders Pack,826.77,3,0,184.23
EU-20230324-0321,24/03/2023,29/03/2023,First Class,CZ-3946,Jakub Veselý,Home Office,Czechia,Olomouc,Olomouc Region,77900,West,P-31778,Furniture,Bookcases,IKEA Billy Bookcase,3216.15,7,0,602.2
EU-20241218-0322,18/12/2024,24/12/2024,Second Class,CZ-2531,Eva Dvořáková,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,West,P-88610,Furniture,Chairs,Executive Leather Chair,968.23,4,0.4,-618.6
EU-20250408-0323,08/04/2025,11/04/2025,First Class,CZ-1285,Tomas Horák,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,East,P-59416,Technology,Accessories,Wireless Mouse,3146.47,8,0.1,16.13
EU-20241015-0324,15/10/2024,17/10/2024,First Class,CZ-9259,Tomas Horák,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-60139,Furniture,Bookcases,IKEA Billy Bookcase,89.12,8,0,11.37
EU-20240820-0325,20/08/2024,20/08/2024,Second Class,CZ-4198,Tomas Horák,Home Office,Czechia,Plzeň,Plzeň Region,30100,South,P-80910,Furniture,Chairs,Executive Leather Chair,3841.83,9,0,221.99
EU-20230925-0326,25/09/2023,27/09/2023,Same Day,CZ-2492,Katerina Malá,Corporate,Czechia,Prague,Prague Region,11000,South,P-59812,Furniture,Bookcases,OfficePro Bookcase,44.09,1,0,4.93
EU-20241114-0327,14/11/2024,14/11/2024,Second Class,CZ-8156,Tomas Horák,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,East,P-77580,Office Supplies,Storage,File Cabinet 2-Drawer,146,4,0,34.28
EU-20250903-0328,03/09/2025,04/09/2025,Same Day,CZ-8468,Anna Procházková,Home Office,Czechia,Olomouc,Olomouc Region,77900,East,P-42174,Office Supplies,Paper,Photo Paper Glossy,2146.42,9,0.1,154.62
EU-20240712-0329,12/07/2024,18/07/2024,Second Class,CZ-7748,Eva Dvořáková,Consumer,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-92325,Office Supplies,Art,Highlighters Neon 6,274.14,6,0,27.39
EU-20240519-0330,19/05/2024,23/05/2024,First Class,CZ-1771,Petr Svoboda,Corporate,Czechia,České Budějovice,South Bohemian,37001,Central,P-97445,Technology,Copiers,Office Copier 3000,916.53,3,0,62.21
EU-20230713-0331,13/07/2023,14/07/2023,Second Class,CZ-3394,Jakub Veselý,Corporate,Czechia,Liberec,Liberec Region,46000,Central,P-21190,Office Supplies,Art,Marker Set 24,1064.99,3,0.1,-10.32
EU-20230919-0332,19/09/2023,24/09/2023,Same Day,CZ-5875,Jan Novak,Home Office,Czechia,České Budějovice,South Bohemian,37001,South,P-38933,Office Supplies,Binders,Heavy-Duty Binder,3542.4,8,0.1,548.67
EU-20231228-0333,28/12/2023,28/12/2023,Standard Class,CZ-3800,Jakub Veselý,Consumer,Czechia,Plzeň,Plzeň Region,30100,East,P-83869,Office Supplies,Binders,Staples Binders Pack,220.8,8,0,63.06
EU-20241014-0334,14/10/2024,18/10/2024,Second Class,CZ-1340,Anna Procházková,Corporate,Czechia,Prague,Prague Region,11000,West,P-13828,Office Supplies,Art,Marker Set 24,1229.36,4,0,251.7
EU-20250215-0335,15/02/2025,19/02/2025,Standard Class,CZ-5912,Tomas Horák,Corporate,Czechia,České Budějovice,South Bohemian,37001,Central,P-14648,Office Supplies,Storage,File Cabinet 2-Drawer,1210.27,6,0.3,-103.44
EU-20250723-0336,23/07/2025,29/07/2025,Second Class,CZ-2517,Katerina Malá,Home Office,Czechia,Brno,South Moravian,60200,West,P-91554,Furniture,Chairs,Executive Leather Chair,2050.05,5,0,372.05
EU-20230119-0337,19/01/2023,22/01/2023,Same Day,CZ-7132,Petr Svoboda,Corporate,Czechia,Plzeň,Plzeň Region,30100,South,P-82124,Office Supplies,Storage,File Cabinet 2-Drawer,228.05,1,0,21.42
EU-20240328-0338,28/03/2024,28/03/2024,Standard Class,CZ-4052,Jan Novak,Consumer,Czechia,Brno,South Moravian,60200,East,P-76262,Office Supplies,Art,Highlighters Neon 6,774.89,7,0.3,-90.06
EU-20250819-0339,19/08/2025,22/08/2025,Second Class,CZ-1989,Katerina Malá,Home Office,Czechia,Plzeň,Plzeň Region,30100,Central,P-13744,Office Supplies,Binders,Staples Binders Pack,90.29,4,0.1,6.85
EU-20250120-0340,20/01/2025,23/01/2025,Second Class,CZ-1331,Eva Dvořáková,Home Office,Czechia,Plzeň,Plzeň Region,30100,South,P-54409,Technology,Accessories,Mechanical Keyboard,461.68,2,0,49.13
EU-20250816-0341,16/08/2025,20/08/2025,Second Class,CZ-5200,Tomas Horák,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,West,P-61649,Technology,Copiers,All-in-One Printer,1032.82,9,0.3,-190.5
EU-20241213-0342,13/12/2024,13/12/2024,First Class,CZ-2628,Petr Svoboda,Consumer,Czechia,Prague,Prague Region,11000,Central,P-40373,Technology,Accessories,Mechanical Keyboard,889.16,2,0,181.48
EU-20250725-0343,25/07/2025,30/07/2025,Same Day,CZ-3466,Petr Svoboda,Consumer,Czechia,Olomouc,Olomouc Region,77900,East,P-12282,Technology,Phones,Smartphone X Lite,2658.3,8,0.2,17.9
EU-20230218-0344,18/02/2023,24/02/2023,Standard Class,CZ-6624,Katerina Malá,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,South,P-17461,Office Supplies,Art,Highlighters Neon 6,1227.85,5,0,96.69
EU-20240224-0345,24/02/2024,26/02/2024,Second Class,CZ-4500,Katerina Malá,Home Office,Czechia,Liberec,Liberec Region,46000,West,P-46788,Office Supplies,Art,Marker Set 24,2033.14,6,0.2,125.28
EU-20230714-0346,14/07/2023,17/07/2023,Second Class,CZ-3070,Jakub Veselý,Corporate,Czechia,Brno,South Moravian,60200,Central,P-92279,Furniture,Bookcases,OfficePro Bookcase,863.12,2,0,52.06
EU-20240115-0347,15/01/2024,15/01/2024,Second Class,CZ-4361,Eva Dvořáková,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,Central,P-98503,Office Supplies,Paper,Photo Paper Glossy,4008.42,9,0,574.89
EU-20240721-0348,21/07/2024,21/07/2024,Standard Class,CZ-4273,Katerina Malá,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,East,P-50379,Office Supplies,Storage,Plastic Storage Box,608.93,7,0,156.59
EU-20240423-0349,23/04/2024,25/04/2024,Same Day,CZ-2829,Jakub Veselý,Home Office,Czechia,Plzeň,Plzeň Region,30100,South,P-18767,Furniture,Chairs,Ergo Mesh Chair,577.68,3,0,123.86
EU-20240315-0350,15/03/2024,18/03/2024,Standard Class,CZ-6744,Jan Novak,Consumer,Czechia,České Budějovice,South Bohemian,37001,South,P-93820,Technology,Accessories,Mechanical Keyboard,487.78,2,0.2,33.57
EU-20240801-0351,01/08/2024,03/08/2024,First Class,CZ-5652,Eva Dvořáková,Home Office,Czechia,Liberec,Liberec Region,46000,Central,P-99859,Furniture,Chairs,Ergo Mesh Chair,2333.52,8,0.4,-899.76
EU-20250913-0352,13/09/2025,14/09/2025,First Class,CZ-7268,Jan Novak,Home Office,Czechia,Brno,South Moravian,60200,East,P-63161,Office Supplies,Art,Marker Set 24,227.43,6,0.3,2.79
EU-20250518-0353,18/05/2025,20/05/2025,Second Class,CZ-7789,Lukáš Černý,Consumer,Czechia,Plzeň,Plzeň Region,30100,South,P-40403,Technology,Accessories,USB-C Hub 7-in-1,1576.89,5,0.3,-108.17
EU-20230318-0354,18/03/2023,20/03/2023,Standard Class,CZ-4807,Anna Procházková,Corporate,Czechia,Olomouc,Olomouc Region,77900,West,P-52261,Furniture,Chairs,Executive Leather Chair,2686.23,9,0.4,-946.52
EU-20250627-0355,27/06/2025,28/06/2025,Second Class,CZ-9556,Anna Procházková,Consumer,Czechia,Olomouc,Olomouc Region,77900,South,P-96836,Furniture,Tables,Coffee Table Modern,1365,5,0,196.81
EU-20231220-0356,20/12/2023,24/12/2023,Second Class,CZ-9491,Katerina Malá,Home Office,Czechia,Olomouc,Olomouc Region,77900,East,P-10138,Furniture,Bookcases,Classic Oak Bookcase,1252.98,3,0,351.98
EU-20250816-0357,16/08/2025,20/08/2025,Same Day,CZ-7626,Jan Novak,Consumer,Czechia,Liberec,Liberec Region,46000,West,P-47772,Technology,Accessories,Mechanical Keyboard,843.21,3,0,210.13
EU-20230930-0358,30/09/2023,02/10/2023,First Class,CZ-7905,Anna Procházková,Home Office,Czechia,Plzeň,Plzeň Region,30100,Central,P-94754,Office Supplies,Paper,A4 Copy Paper 500,1259.96,4,0,197.37
EU-20240531-0359,31/05/2024,31/05/2024,Same Day,CZ-3660,Jakub Veselý,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,East,P-85774,Technology,Accessories,Mechanical Keyboard,523.25,5,0,56.53
EU-20250401-0360,01/04/2025,05/04/2025,First Class,CZ-7538,Tomas Horák,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,East,P-36086,Office Supplies,Binders,Staples Binders Pack,2169.86,5,0.1,298.08
EU-20250725-0361,25/07/2025,30/07/2025,First Class,CZ-1882,Petr Svoboda,Home Office,Czechia,Brno,South Moravian,60200,South,P-70011,Office Supplies,Storage,Plastic Storage Box,60.11,1,0.1,5.61
EU-20250131-0362,31/01/2025,03/02/2025,First Class,CZ-3454,Katerina Malá,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,Central,P-30878,Technology,Accessories,Wireless Mouse,1319.17,6,0.1,223.46
EU-20240409-0363,09/04/2024,11/04/2024,Standard Class,CZ-7068,Jan Novak,Home Office,Czechia,České Budějovice,South Bohemian,37001,East,P-79338,Office Supplies,Storage,Plastic Storage Box,2743.65,9,0,637.35
EU-20250120-0364,20/01/2025,23/01/2025,Same Day,CZ-2863,Tomas Horák,Consumer,Czechia,Prague,Prague Region,11000,West,P-92035,Furniture,Tables,Conference Table 2m,558.23,3,0.1,54.91
EU-20250513-0365,13/05/2025,15/05/2025,First Class,CZ-8742,Petr Svoboda,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,East,P-58933,Furniture,Chairs,Ergo Mesh Chair,5.26,1,0.2,-0.86
EU-20240508-0366,08/05/2024,12/05/2024,Second Class,CZ-5778,Jan Novak,Home Office,Czechia,Brno,South Moravian,60200,East,P-46674,Technology,Accessories,Mechanical Keyboard,592.83,5,0.1,-50.43
EU-20230713-0367,13/07/2023,13/07/2023,Standard Class,CZ-4735,Jan Novak,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,West,P-91442,Office Supplies,Storage,Plastic Storage Box,1739,5,0,346.61
EU-20230612-0368,12/06/2023,14/06/2023,Same Day,CZ-7144,Jan Novak,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-96156,Furniture,Chairs,Ergo Mesh Chair,786.96,9,0.2,-9.94
EU-20230720-0369,20/07/2023,26/07/2023,Second Class,CZ-9448,Tomas Horák,Home Office,Czechia,Brno,South Moravian,60200,South,P-30131,Furniture,Tables,Conference Table 2m,1511.8,5,0.2,16.1
EU-20250312-0370,12/03/2025,17/03/2025,First Class,CZ-3014,Katerina Malá,Consumer,Czechia,Brno,South Moravian,60200,West,P-11381,Furniture,Bookcases,OfficePro Bookcase,2812.16,8,0,289.8
EU-20230707-0371,07/07/2023,11/07/2023,Standard Class,CZ-6409,Eva Dvořáková,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-77628,Office Supplies,Paper,Photo Paper Glossy,1252.32,8,0,338.37
EU-20250724-0372,24/07/2025,24/07/2025,Same Day,CZ-8823,Anna Procházková,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,South,P-91253,Office Supplies,Storage,Plastic Storage Box,2866.68,6,0,182.32
EU-20230703-0373,03/07/2023,09/07/2023,Same Day,CZ-3555,Katerina Malá,Corporate,Czechia,Brno,South Moravian,60200,South,P-78487,Furniture,Bookcases,IKEA Billy Bookcase,53.75,2,0.1,4.76
EU-20230127-0374,27/01/2023,01/02/2023,First Class,CZ-3368,Jan Novak,Home Office,Czechia,Brno,South Moravian,60200,Central,P-25592,Furniture,Bookcases,OfficePro Bookcase,1198.32,8,0,241.06
EU-20250225-0375,25/02/2025,25/02/2025,Standard Class,CZ-1182,Anna Procházková,Corporate,Czechia,Plzeň,Plzeň Region,30100,South,P-17190,Technology,Accessories,Wireless Mouse,567.7,5,0,193.19
EU-20240717-0376,17/07/2024,20/07/2024,Standard Class,CZ-7555,Jan Novak,Home Office,Czechia,Plzeň,Plzeň Region,30100,South,P-26237,Office Supplies,Art,Marker Set 24,1562.87,4,0.1,292.48
EU-20230130-0377,30/01/2023,05/02/2023,Second Class,CZ-3307,Tomas Horák,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,South,P-66378,Office Supplies,Storage,Plastic Storage Box,3297.2,8,0,387.18
EU-20250715-0378,15/07/2025,20/07/2025,Second Class,CZ-8758,Jan Novak,Corporate,Czechia,Brno,South Moravian,60200,West,P-64238,Furniture,Bookcases,Classic Oak Bookcase,777.6,2,0,199.95
EU-20231021-0379,21/10/2023,21/10/2023,Same Day,CZ-7056,Petr Svoboda,Corporate,Czechia,Liberec,Liberec Region,46000,South,P-45205,Furniture,Chairs,Stackable Chair Set,197.14,2,0,20.73
EU-20241029-0380,29/10/2024,31/10/2024,Standard Class,CZ-5232,Anna Procházková,Corporate,Czechia,Liberec,Liberec Region,46000,West,P-15793,Technology,Copiers,Office Copier 3000,1144.62,9,0,221.55
EU-20250329-0381,29/03/2025,02/04/2025,Same Day,CZ-3224,Anna Procházková,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,West,P-58695,Furniture,Tables,Conference Table 2m,448.31,4,0.3,-84.52
EU-20240415-0382,15/04/2024,16/04/2024,Standard Class,CZ-8094,Lukáš Černý,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,West,P-81854,Furniture,Bookcases,IKEA Billy Bookcase,2411.1,5,0,291.63
EU-20230411-0383,11/04/2023,11/04/2023,Second Class,CZ-4607,Jan Novak,Home Office,Czechia,Brno,South Moravian,60200,West,P-99963,Technology,Copiers,Office Copier 3000,350.56,5,0.2,-12.65
EU-20240828-0384,28/08/2024,28/08/2024,Second Class,CZ-2316,Lukáš Černý,Corporate,Czechia,Liberec,Liberec Region,46000,Central,P-55968,Furniture,Chairs,Executive Leather Chair,248.94,4,0.1,17.63
EU-20240706-0385,06/07/2024,08/07/2024,Standard Class,CZ-4374,Lukáš Černý,Corporate,Czechia,Olomouc,Olomouc Region,77900,South,P-77055,Technology,Phones,Smartphone X Lite,1154.29,7,0.1,131.81
EU-20250610-0386,10/06/2025,16/06/2025,First Class,CZ-9588,Jan Novak,Home Office,Czechia,České Budějovice,South Bohemian,37001,South,P-36654,Technology,Copiers,Office Copier 3000,325.2,3,0,70.33
EU-20240403-0387,03/04/2024,08/04/2024,Standard Class,CZ-3005,Anna Procházková,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,East,P-61168,Office Supplies,Paper,Photo Paper Glossy,2925.96,9,0.1,-117.68
EU-20230611-0388,11/06/2023,11/06/2023,Standard Class,CZ-8170,Tomas Horák,Consumer,Czechia,Prague,Prague Region,11000,West,P-72491,Technology,Copiers,Office Copier 3000,2514.58,7,0.1,139.38
EU-20250401-0389,01/04/2025,06/04/2025,Same Day,CZ-6184,Anna Procházková,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,West,P-84083,Office Supplies,Art,Marker Set 24,2193.39,5,0.1,370.84
EU-20230218-0390,18/02/2023,23/02/2023,First Class,CZ-8982,Petr Svoboda,Consumer,Czechia,Olomouc,Olomouc Region,77900,East,P-12100,Office Supplies,Paper,Photo Paper Glossy,127.55,3,0.1,8.73
EU-20250208-0391,08/02/2025,13/02/2025,Standard Class,CZ-9016,Jakub Veselý,Home Office,Czechia,Ostrava,Moravian-Silesian,70030,Central,P-49779,Technology,Copiers,Office Copier 3000,1209.53,5,0.3,-411.92
EU-20230421-0392,21/04/2023,26/04/2023,Same Day,CZ-8703,Jan Novak,Consumer,Czechia,Liberec,Liberec Region,46000,East,P-22828,Furniture,Chairs,Executive Leather Chair,1424.04,3,0,-18.53
EU-20250507-0393,07/05/2025,12/05/2025,First Class,CZ-4923,Tomas Horák,Corporate,Czechia,Liberec,Liberec Region,46000,Central,P-29611,Office Supplies,Paper,Photo Paper Glossy,938.92,4,0,110.07
EU-20241128-0394,28/11/2024,01/12/2024,Same Day,CZ-5063,Jan Novak,Consumer,Czechia,Plzeň,Plzeň Region,30100,Central,P-40431,Furniture,Tables,Coffee Table Modern,123.56,1,0.1,3.59
EU-20240602-0395,02/06/2024,05/06/2024,Same Day,CZ-4709,Lukáš Černý,Consumer,Czechia,Prague,Prague Region,11000,East,P-16155,Furniture,Tables,Conference Table 2m,120.15,1,0.2,-10.11
EU-20241008-0396,08/10/2024,11/10/2024,Standard Class,CZ-9835,Eva Dvořáková,Corporate,Czechia,Plzeň,Plzeň Region,30100,South,P-55671,Furniture,Bookcases,Classic Oak Bookcase,25.52,5,0.1,1.87
EU-20230814-0397,14/08/2023,17/08/2023,Same Day,CZ-4276,Katerina Malá,Home Office,Czechia,Prague,Prague Region,11000,Central,P-43870,Technology,Accessories,Wireless Mouse,236.38,9,0.3,-47.11
EU-20240128-0398,28/01/2024,03/02/2024,Standard Class,CZ-7683,Jakub Veselý,Consumer,Czechia,Ostrava,Moravian-Silesian,70030,South,P-59429,Office Supplies,Binders,Staples Binders Pack,96.77,4,0.3,-22.53
EU-20230126-0399,26/01/2023,26/01/2023,Same Day,CZ-8468,Katerina Malá,Corporate,Czechia,Liberec,Liberec Region,46000,East,P-98330,Technology,Phones,Smartphone X Lite,1302.07,7,0,228.99
EU-20250512-0400,12/05/2025,15/05/2025,Second Class,CZ-7707,Petr Svoboda,Consumer,Czechia,Plzeň,Plzeň Region,30100,West,P-42983,Office Supplies,Art,Highlighters Neon 6,3534.62,8,0.1,-38.6
EU-20240503-0401,03/05/2024,08/05/2024,Same Day,CZ-4313,Petr Svoboda,Corporate,Czechia,České Budějovice,South Bohemian,37001,South,P-21033,Furniture,Bookcases,IKEA Billy Bookcase,2292.38,9,0.3,-528.57
EU-20231227-0402,27/12/2023,29/12/2023,First Class,CZ-2946,Petr Svoboda,Corporate,Czechia,České Budějovice,South Bohemian,37001,East,P-54769,Technology,Accessories,Wireless Mouse,389.6,5,0,73.27
EU-20240125-0403,25/01/2024,30/01/2024,First Class,CZ-3645,Eva Dvořáková,Consumer,Czechia,Liberec,Liberec Region,46000,West,P-98509,Furniture,Bookcases,Classic Oak Bookcase,374.22,5,0.4,-110.08
EU-20230403-0404,03/04/2023,06/04/2023,Standard Class,CZ-8888,Lukáš Černý,Home Office,Czechia,Olomouc,Olomouc Region,77900,South,P-82010,Furniture,Tables,Standing Desk 120cm,697.59,3,0,108.73
EU-20240802-0405,02/08/2024,04/08/2024,Second Class,CZ-3743,Petr Svoboda,Home Office,Czechia,Hradec Králové,Hradec Králové Region,50002,South,P-83402,Office Supplies,Paper,A4 Copy Paper 500,2385.66,6,0,298.12
EU-20231223-0406,23/12/2023,23/12/2023,Second Class,CZ-2296,Eva Dvořáková,Consumer,Czechia,Brno,South Moravian,60200,West,P-24122,Office Supplies,Binders,Staples Binders Pack,4416.03,9,0,1085.44
EU-20240603-0407,03/06/2024,07/06/2024,Standard Class,CZ-3409,Petr Svoboda,Consumer,Czechia,Brno,South Moravian,60200,East,P-18199,Furniture,Chairs,Executive Leather Chair,315.74,2,0.4,-171.22
EU-20250412-0408,12/04/2025,14/04/2025,Standard Class,CZ-6973,Jan Novak,Corporate,Czechia,Ostrava,Moravian-Silesian,70030,West,P-65388,Furniture,Tables,Conference Table 2m,1550.72,4,0,397.78
EU-20240701-0409,01/07/2024,05/07/2024,Standard Class,CZ-9155,Jakub Veselý,Corporate,Czechia,Hradec Králové,Hradec Králové Region,50002,South,P-79119,Office Supplies,Binders,Staples Binders Pack,1814.04,9,0.2,-131.05
EU-20250202-0410,02/02/2025,03/02/2025,First Class,CZ-5444,Lukáš Černý,Consumer,Czechia,Olomouc,Olomouc Region,77900,Central,P-95867,Technology,Accessories,Wireless Mouse,1391.2,5,0,95.98
EU-20250129-0411,29/01/2025,04/02/2025,Same Day,CZ-9858,Tomas Horák,Corporate,Czechia,Plzeň,Plzeň Region,30100,East,P-65841,Office Supplies,Paper,A4 Copy Paper 500,1331.6,4,0,232.65
